4.129336041720176320e-01 4.133614675759235690e-01 -1.928016090040660657e-01 4.964716290501222651e-01 -2.389029181442157146e-01 -3.312612986507373347e-01 6.773961563109217598e-01 -4.115741531274184073e-01 6.562738798669094376e-01 -1.364710349857049254e-01 1.622530461997028495e-01 -7.663157866384836536e-01 1.299336002215454589e-01 -6.384156893253586373e-01 -8.609082417788989083e-01 1.406716096916142966e-01 3.144786111276588747e-02 4.941965087117953376e-02 -4.904389000462905379e-02 7.325618485038102312e-01 -1.722780626136433568e+00 -2.133905128133345208e+00 -4.491419106402391725e-01 -1.719688868736764853e+00 -1.177981068710064472e+00
-1.029164972283005408e+00 -2.096829701157580494e+00 -6.219883432324924133e-01 -5.846918194117585177e-01 9.208953931715359309e-02 -4.478826109367859409e-01 -7.370411375996827053e-01 -1.854911061071653489e-01 -5.790253135381717708e-01 -1.272775725880629150e+00 5.473701307006185734e-01 2.249477661561942732e+00 1.078393851857881724e+00 -9.853349342099295693e-01 1.623286692905711703e+00 -8.004856367768895531e-01 -1.561972246016420929e+00 9.538625973329555308e-01 -6.116549441422854116e-02 -9.536671230110022046e-02 -4.522297939495750208e-01 1.455928056667856962e+00 1.795280252889914011e-02 -5.963157593741361673e-01 1.098189186361264946e+00
-1.506652735730140913e+00 8.465292904594514667e-01 3.796432347587196943e-01 2.753973065906883955e-01 1.351323876070932017e-01 -1.944875687608541348e+00 -8.440987191540345880e-02 1.731524883871739195e+00 1.086095040320502081e+00 1.210038712037091013e+00 -2.209367082425998108e-01 1.428604540220341779e+00 -1.184121980046058509e+00 -3.518360569487107292e-01 3.605603881388232956e-01 -1.764715627498417150e-01 -5.733551277227382226e-01 -1.067984899675511468e+00 -3.466201422479814886e-01 1.965635885779741798e+00 -2.293276655392230801e+00 -8.658535356567648167e-01 -7.182989597088823563e-01 -2.050859947645048420e-01 8.855686483448057533e-01
-9.523419466046670889e-01 -9.564318607205368750e-02 -3.496919575731266550e-01 1.658883661816080490e+00 -4.520756322938988547e-01 2.700382973590917390e-01 9.839421367117112682e-02 2.414453002536708914e-01 -7.763798283060412420e-01 -1.958808680017835868e-01 -1.734354505724453377e+00 -8.600991613246588008e-01 7.164897667015981408e-01 -2.372172779564279743e+00 -1.718751258011278038e+00 -7.230558522261153198e-02 -3.000711729095058566e-01 1.764055249698824213e+00 1.147162580780454855e+00 8.157390959598287417e-02 1.228547377306668187e+00 -1.847262995351357240e-01 -1.589997682514165289e+00 -7.555382309486879944e-01 -8.056993949080636375e-01
5.339418442434950007e-01 9.252954654094444065e-01 -1.966898162104716297e-01 9.906808127741485448e-01 1.303670538022539516e+00 1.089638797469718146e+00 9.428062676269403086e-01 2.832889455091494035e-01 7.082846723130834521e-01 -2.377828893759743600e+00 -5.842901567444607203e-01 4.812632303178370208e-01 -9.193593800295810636e-01 7.482001256760575369e-01 -1.143267789971857740e+00 -1.683016565470271786e+00 -8.388082420123246230e-01 -6.056568329600223732e-01 -5.142065539669687935e-01 -2.337743275406932997e-01 3.354145432583925668e-02 -7.744515017791429035e-01 6.172826123587887848e-02 9.748799791268334403e-01 -1.055415210931312187e+00
1.512133043626675777e+00 -9.171945211821376231e-01 2.098380338482896512e+00 -8.960451989850445331e-01 4.675290985121192677e-01 -2.476831568791955096e+00 1.190164933116316215e+00 1.449706881223905841e-01 9.283951986935002898e-01 -1.290521486749437896e+00 -1.340548475785974247e+00 -3.962587039177914439e-01 -3.607613901456439565e-01 -1.501527144037893446e+00 -1.731895833978349675e+00 5.913375887356674826e-02 4.739670130997735709e-01 -3.136755366853002241e-02 3.028004604060039462e-01 -1.666010468532101552e+00 2.206518606029705953e-01 -5.935551052229452035e-02 8.218149736807045525e-01 -1.835352689128890713e+00 -1.277963961938493709e+00
7.218638510848739420e-01 3.866947198959438392e-01 -2.408926248092095601e-01 -7.590348968685631803e-01 -2.714371982634006808e-01 1.623570815000253270e-02 -1.266194947887799849e+00 -2.636698654175831380e-01 -1.013820031314574432e+00 -1.148380128198944972e+00 5.410952545299201749e-02 -1.001239468674729016e+00 2.016273483379699971e-01 -1.268083015321704587e-01 -2.519742129701741939e-01 -2.091243773252600968e-01 -2.860163058018056967e-02 -9.677832361322944443e-01 -2.290302350444414492e-01 -4.030902824351887404e-01 1.120557373667780299e+00 3.081131085840023084e-02 -4.771760004480352091e-01 4.094626839184284384e-01 9.110017096626288335e-01
1.385747038218262117e-01 -1.193785907297551629e+00 4.617525150128963252e-01 -3.529311815894760063e-01 -2.953648608226733252e-01 -3.727963051830416319e-01 -1.747916789224692735e+00 -3.553093770373348392e-01 4.762904171352588256e-01 -1.180597988100458462e+00 1.067628565661729478e+00 1.184267252061674158e+00 -2.284617383084424358e-01 -8.509824947564487152e-02 -2.216185482699756515e-01 8.949897678795968314e-01 -5.374068009836600046e-01 9.113478913619986743e-01 -1.538205016461108299e+00 6.850059956812215578e-01 -9.150398645618550431e-01 -1.732035897428321203e+00 -1.400498565448923483e+00 -5.948169584685918387e-01 1.062314255408914609e-01
-1.668273118584096687e-02 -5.030169637924654102e-01 1.142110955285243534e+00 -7.400596871363539497e-01 8.370636884712806536e-01 -7.096940154975689419e-01 1.341419271779165090e+00 1.424202659046282848e+00 -3.906971640309088722e-01 -1.699938499952721171e+00 3.106799334468082208e-01 -8.147891906473844204e-01 6.892099714708226355e-01 -1.214534526112630131e+00 8.301363008870307203e-01 -1.251254394386742685e+00 1.255317826899261746e+00 8.698807812165419984e-01 -3.133483748260178281e+00 -2.792727729487866871e-03 -1.654305859439747159e-02 4.115206794867074663e-02 1.704556162263259456e+00 -3.282289007175681617e-01 2.492200526563937701e-01
5.381736856772058042e-01 1.523048449473865196e+00 -1.035205480030545050e-01 1.367239415587253815e+00 3.123827444457078495e-01 2.320032503780385724e+00 -1.670855801325248635e-01 -9.924813975900757812e-02 -1.058405979509285944e+00 -7.761487363863268651e-01 1.437007950508264464e-01 1.296378549233982436e-01 1.568229308972944214e+00 -1.172727253839255690e+00 9.304091730745753241e-02 -9.377098638197105540e-01 1.420395689062715211e-02 9.931116692740417362e-03 5.311891511297205382e-01 -2.325465053319366315e-01 3.948349405288016922e-01 -1.315873318071187903e+00 1.303609766338984288e+00 -6.213011727083429525e-01 -5.998340312258139059e-03
